Country,Dimension ,Indicator,Assessment,Criteria ,Explanation ,Source ,URL ,size
St. Vincent and the Grenadines,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,The Debt Portfolio Review (2020) with end-December 2020 was available in October 2021,http://www.finance.gov.vc/finance/,http://www.finance.gov.vc/finance/,1
St. Lucia,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,Debt Portfolio Report (2020) was published early October 2021,https://www.finance.gov.lc/programmes/view/129,https://www.finance.gov.lc/programmes/view/129,1
Tuvalu,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,Annual report with end-December 2020 data was available early October,https://mfed.tv/wp-content/uploads/2021/10/TuvaluPublicDebt_Sept2021_Bulletin_FINAL.pdf,https://mfed.tv/wp-content/uploads/2021/10/TuvaluPublicDebt_Sept2021_Bulletin_FINAL.pdf,1
"Micronesia, Fed. Sts.",1. Public Debt Reporting,Data accessibility,Outdated debt statistics,1. Insufficient,The website of the MoF does not disclose any debt data. There is no CB. The data published by the Graduate School USA do not qualify (both it is an external source and the latest data published are at pre-cutoff date),2 links: https://dofa.gov.fm AND https://pitiviti.org/storage/dm/2021/08/fsm-econstat-tabs-fy18-pub2-20210825004607683.pdf,https://dofa.gov.fm,1
Djibouti,1. Public Debt Reporting,Data accessibility,Outdated debt statistics,1. Insufficient,The latest published CB Annual Report of the CB is for 2019. Debt data on the MoF website are old. No debt statistics on the website of the Ministry of Budget and in the 2021 BL,4 links: https://banque-centrale.dj/index.php/rapport-annuel/ AND http://www.ministere-finances.dj/DETTE%20EXTERIEURE.html AND http://www.ministerebudget.gouv.dj/les-directions/dp/ AND http://www.ministerebudget.gouv.dj/wp-content/uploads/2021/03/Djibouti-LF-2021.pdf,https://banque-centrale.dj/index.php/rapport-annuel/,1
Burundi,1. Public Debt Reporting,Data accessibility,Outdated debt statistics,1. Insufficient,"The latest debt management report published on the MoF website in May 2021 refers to 2019 public debt. The CB publishes debt statistics, but fails to report on the debt service of domestic debt, and data on external debt service are limited.",4 links: https://finances.gov.bi/index.php/2021/05/07/rapport-annuel-exercice-2019-sur-la-dette/ AND https://brb.bi/fr/content/finances-publiques AND 3 links: https://finances.gov.bi/index.php/2021/05/07/rapport-annuel-exercice-2019-sur-la-dette/ AND https://brb.bi/fr/content/finances-publiques AND http://finances.gov.bi/wp-content/uploads/2021/07/Loi-portant-fixation-du-Budget-General-de-la-Republique-du-Burundi-Exercice-2021-2022-compressed-1.pdf AND https://www.presidence.gov.bi,https://finances.gov.bi/index.php/2021/05/07/rapport-annuel-exercice-2019-sur-la-dette/,1
Lesotho,1. Public Debt Reporting,Data accessibility,No public debt reports,1. Insufficient,"The Public Debt Transparency Report, 2020/2021-Q3 and the Quarterly Economic Review, March 2021 posted on the CB website omit to report on the domestic debt service",2 links: http://www.finance.gov.ls/official_documents.php?id=debt_documents AND https://www.centralbank.org.ls/index.php/research/125-reports/546-quarterly-reviews,http://www.finance.gov.ls/official_documents.php?id=debt_documents,1
South Sudan,1. Public Debt Reporting,Data accessibility,No public debt reports,1. Insufficient,"No recent debt statistics available. The Quarterly EBR, June 2021 is not fully uploaded, and the debt section of the document cannot be accessed. The (draft) BL 2021/22 is not yet posted. The CB's monthly statistical bulletin does not report on public debt",3 links: http://www.mofep-grss.org/wp-content/uploads/2021/06/QUARTELY-EBR.pdf AND http://www.mofep-grss.org/documents/ AND https://www.boss.gov.ss/research-and-statistics/statistical-bulletin/#1512477740385-cbe6a3d3-c85c,http://www.mofep-grss.org/wp-content/uploads/2021/06/QUARTELY-EBR.pdf,1
Marshall Islands,1. Public Debt Reporting,Data accessibility,No public debt reports,1. Insufficient,No debt data available on authorities' websites.,2 links: https://rmi-mof.com AND https://pitiviti.org/storage/dm/2021/06/rmi-econstat-tabs-fy20-prelim-pub1-20210625021527687.pdf,https://rmi-mof.com,1
Eritrea,1. Public Debt Reporting,Data accessibility,No public debt reports,1. Insufficient,N.A.,No Source,No Source,1
Syrian Arab Republic,1. Public Debt Reporting,Data accessibility,No public debt reports,1. Insufficient,N.A.,2 links: https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html AND http://cb.gov.sy/en/publications/category?id=1dfd07a19c,https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html,1
"Yemen, Rep.",1. Public Debt Reporting,Data accessibility,No public debt reports,1. Insufficient,N.A.,http://centralbank.gov.ye,http://centralbank.gov.ye,1
Uzbekistan,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,"The monthly Newsletters published on the MoF website, wich previously provided information on recent loans signed, is not available online",https://nsdp.stat.uz,https://nsdp.stat.uz,1
Fiji,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,The Debt Report does not make it clear enough which loans were recently signed among the disbursements that took place in 2020 (page 2),https://www.economy.gov.fj/images/Resources/DebtReport/2020-2021_Annual_Debt_Report.pdf,https://www.economy.gov.fj/images/Resources/DebtReport/2020-2021_Annual_Debt_Report.pdf,1
Papua New Guinea,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,The Budget Outcome Report does not make it clear enough which loans were recently signed (pages 10-30). Information also provided in the MYEFO is not sufficiently detailed  (page 58),2 links: https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/Related%20Budget%20Documents/2020%20FBO%20Report%20FINAL.pdf AND https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/Related%20Budget%20Documents/2021%20MYEFO.pdf,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/Related%20Budget%20Documents/2020%20FBO%20Report%20FINAL.pdf,1
Bhutan,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,"Public Debt Situation Report provides the list of loans with agreement dates, which could help deducting the recent signed loans (annexe II). But some of the dates are beyond 2021. To provide comprehensive information on recent signed loans, annexes II and IV could be combined",No source,No source,1
Uganda,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,"No distinction between disbursements and recently signed loans (BSB, page 35)",https://www.finance.go.ug/publication/quarterly-debt-statistical-bulletin-and-public-debt-portfolio-analysis-march-2021,https://www.finance.go.ug/publication/quarterly-debt-statistical-bulletin-and-public-debt-portfolio-analysis-march-2021,1
Tonga,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,"No distinction between disbursements and recently signed loans (BS, pages 17-18)",http://www.finance.gov.to/sites/default/files/2021-05/Budget%20Statement%202021-22%20final%20to%20LA%20english_0.pdf,http://www.finance.gov.to/sites/default/files/2021-05/Budget%20Statement%202021-22%20final%20to%20LA%20english_0.pdf,1
Lao PDR,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,No Source,No Source,1
Kenya,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,No Source,No Source,1
Dominica,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,No Source,No Source,1
Cabo Verde,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,No Source,No Source,1
Timor-Leste,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,https://www.mof.gov.tl/2022-bb1-panorama-orcamental/?lang=en,https://www.mof.gov.tl/2022-bb1-panorama-orcamental/?lang=en,1
Nepal,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,https://www.mof.gov.np/uploads/document/file/1633341980_Economic%20Survey%20(Engslish)%202020-21.pdf,https://www.mof.gov.np/uploads/document/file/1633341980_Economic%20Survey%20(Engslish)%202020-21.pdf,1
Rwanda,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,https://www.minecofin.gov.rw/1/publications/reports?tx_filelist_filelist%5Baction%5D=list&tx_filelist_filelist%5Bcontroller%5D=File&tx_filelist_filelist%5Bpath%5D=%2Fuser_upload%2FMinecofin%2FPublications%2FREPORTS%2FChief_Economist%2FDebt_Management%2F&cHash=c740c1b388f07e75324a50971292037b,https://www.minecofin.gov.rw/1/publications/reports?tx_filelist_filelist%5Baction%5D=list&tx_filelist_filelist%5Bcontroller%5D=File&tx_filelist_filelist%5Bpath%5D=%2Fuser_upload%2FMinecofin%2FPublications%2FREPORTS%2FChief_Economist%2FDebt_Management%2F&cHash=c740c1b388f07e75324a50971292037b,1
Guinea-Bissau,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,https://www.mef.gw/publicacoes/outras/39-boletim-da-divida-publica/file,https://www.mef.gw/publicacoes/outras/39-boletim-da-divida-publica/file,1
Central African Republic,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,https://www.finances.gouv.cf/sites/default/files/2021-03/Reporting%20de%20la%20dette%202eme%20Semestre%202020%20Achevé%20et%20validé%2010%20Mars%202021_0.pdf,https://www.finances.gouv.cf/sites/default/files/2021-03/Reporting%20de%20la%20dette%202eme%20Semestre%202020%20Achevé%20et%20validé%2010%20Mars%202021_0.pdf,1
Nigeria,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,https://www.dmo.gov.ng/debt-profile/external-debts/3466-loans-signed-but-yet-to-be-disbursed-as-at-december-31-2020/file,https://www.dmo.gov.ng/debt-profile/external-debts/3466-loans-signed-but-yet-to-be-disbursed-as-at-december-31-2020/file,1
Tanzania,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,https://www.bot.go.tz/Publications/Filter/1,https://www.bot.go.tz/Publications/Filter/1,1
Solomon Islands,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,https://solomons.gov.sb/ministry-of-finance-and-treasury/debt-management-documents/,https://solomons.gov.sb/ministry-of-finance-and-treasury/debt-management-documents/,1
Bangladesh,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/157830c6_9eaa_4ce7_be70_72b67c0f06e5/Quarter%20Debt%20Bulletin%202021-09.pdf,https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/157830c6_9eaa_4ce7_be70_72b67c0f06e5/Quarter%20Debt%20Bulletin%202021-09.pdf,1
Mali,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,2 links: https://finances.ml/node/327 AND https://finances.ml/node/467,https://finances.ml/node/327,1
Kyrgyz Republic,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,3 links: http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz AND http://www.minfin.gov.kg/userfiles/ufiles/obsluzhivanie_za_yanvariyul_2021_po_gos._dolgu.pdfz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/obsluzhivanie-gosudarstvennogo-dolga,http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz,1
Pakistan,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,N.A.,http://www.finance.gov.pk/dpco/Debt_Bulletin_June_2021.pdf,http://www.finance.gov.pk/dpco/Debt_Bulletin_June_2021.pdf,1
Mauritania,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,Information provided on recent loans contracted is aggregated (pages 37-38),https://www.bcm.mr/IMG/pdf/rapport_annuel_2020.pdf,https://www.bcm.mr/IMG/pdf/rapport_annuel_2020.pdf,1
Côte d'Ivoire,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,"Information discussed does not meet minimum standards (i.e., only a reference about the signature of 14 loan agreements; see page 8 of the bulletin)",https://www.tresor.gouv.ci/tres/wp-content/uploads/2021/06/Bulletin-Statistique-de-la-Dette-Publique-T1-2021.pdf,https://www.tresor.gouv.ci/tres/wp-content/uploads/2021/06/Bulletin-Statistique-de-la-Dette-Publique-T1-2021.pdf,1
Togo,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,Information and data provided are not sufficiently detailed. Aggregated amounts of new loans signed are shown by creditor category (Table 3).,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,1
Liberia,1. Public Debt Reporting,Information on recent contracted loans,No information,1. Insufficient,"Debt Management Report fails to report all the signature dates of the loans, which prevents identifying the recently signed ones (Appendix 1, pages 12-15)",https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-em/mm-em-db,https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-em/mm-em-db,1
Vanuatu,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
"Micronesia, Fed. Sts.",1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Marshall Islands,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Lesotho,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Haiti,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Eritrea,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Djibouti,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Comoros,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Burundi,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Afghanistan,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,No Source,No Source,1
"Micronesia, Fed. Sts.",1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Marshall Islands,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Lesotho,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Haiti,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Eritrea,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Djibouti,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Comoros,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Burundi,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Afghanistan,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,No Source,No Source,1
"Micronesia, Fed. Sts.",1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Marshall Islands,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Lesotho,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Haiti,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Eritrea,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Djibouti,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Comoros,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Burundi,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Afghanistan,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,No Source,No Source,1
"Micronesia, Fed. Sts.",1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Marshall Islands,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Lesotho,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Haiti,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Eritrea,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Djibouti,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Comoros,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Burundi,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Afghanistan,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
"Micronesia, Fed. Sts.",1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Marshall Islands,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Lesotho,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Haiti,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Eritrea,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Djibouti,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Comoros,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Burundi,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Afghanistan,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,No Source,No Source,1
Myanmar,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,2 links: https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf AND https://myanmar.gov.mm/documents/20143/9099620/2020-2021+FY+Budget+Brief.pdf/0f5eb33c-c12e-82de-1da1-267ce071e22c?t=1595567196064,https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf,1
Myanmar,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,2 links: https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf AND https://myanmar.gov.mm/documents/20143/9099620/2020-2021+FY+Budget+Brief.pdf/0f5eb33c-c12e-82de-1da1-267ce071e22c?t=1595567196064,https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf,1
Myanmar,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,2 links: https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf AND https://myanmar.gov.mm/documents/20143/9099620/2020-2021+FY+Budget+Brief.pdf/0f5eb33c-c12e-82de-1da1-267ce071e22c?t=1595567196064,https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf,1
Myanmar,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,2 links: https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf AND https://myanmar.gov.mm/documents/20143/9099620/2020-2021+FY+Budget+Brief.pdf/0f5eb33c-c12e-82de-1da1-267ce071e22c?t=1595567196064,https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf,1
Myanmar,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,2 links: https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf AND https://myanmar.gov.mm/documents/20143/9099620/2020-2021+FY+Budget+Brief.pdf/0f5eb33c-c12e-82de-1da1-267ce071e22c?t=1595567196064,https://www.cbm.gov.mm/sites/default/files/bank/2020_Volume_III.pdf,1
Syrian Arab Republic,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,2 links: https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html AND http://cb.gov.sy/en/publications/category?id=1dfd07a19c,https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html,1
Syrian Arab Republic,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,2 links: https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html AND http://cb.gov.sy/en/publications/category?id=1dfd07a19c,https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html,1
Syrian Arab Republic,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,2 links: https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html AND http://cb.gov.sy/en/publications/category?id=1dfd07a19c,https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html,1
Syrian Arab Republic,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,2 links: https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html AND http://cb.gov.sy/en/publications/category?id=1dfd07a19c,https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html,1
Syrian Arab Republic,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,2 links: https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html AND http://cb.gov.sy/en/publications/category?id=1dfd07a19c,https://portal.egov.sy/page/en/138/0/Syrian+eGovernment.html,1
Vanuatu,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,3 links: https://doft.gov.vu/images/2021/Budget/Book/2021_Budget_Book_Volume_1_2__English.pdf AND https://doft.gov.vu/images/2019/Debt/Vanuatu_Debt_Management_Strategy_2019-2022.pdf AND https://doft.gov.vu/images/2021/Treasury/Monthly_Report/2021_February_Monthly_Report.pdf,https://doft.gov.vu/images/2021/Budget/Book/2021_Budget_Book_Volume_1_2__English.pdf,1
Vanuatu,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,3 links: https://doft.gov.vu/images/2021/Budget/Book/2021_Budget_Book_Volume_1_2__English.pdf AND https://doft.gov.vu/images/2019/Debt/Vanuatu_Debt_Management_Strategy_2019-2022.pdf AND https://doft.gov.vu/images/2021/Treasury/Monthly_Report/2021_February_Monthly_Report.pdf,https://doft.gov.vu/images/2021/Budget/Book/2021_Budget_Book_Volume_1_2__English.pdf,1
Vanuatu,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,3 links: https://doft.gov.vu/images/2021/Budget/Book/2021_Budget_Book_Volume_1_2__English.pdf AND https://doft.gov.vu/images/2019/Debt/Vanuatu_Debt_Management_Strategy_2019-2022.pdf AND https://doft.gov.vu/images/2021/Treasury/Monthly_Report/2021_February_Monthly_Report.pdf,https://doft.gov.vu/images/2021/Budget/Book/2021_Budget_Book_Volume_1_2__English.pdf,1
Vanuatu,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,3 links: https://doft.gov.vu/images/2021/Budget/Book/2021_Budget_Book_Volume_1_2__English.pdf AND https://doft.gov.vu/images/2019/Debt/Vanuatu_Debt_Management_Strategy_2019-2022.pdf AND https://doft.gov.vu/images/2021/Treasury/Monthly_Report/2021_February_Monthly_Report.pdf,https://doft.gov.vu/images/2021/Budget/Book/2021_Budget_Book_Volume_1_2__English.pdf,1
Sudan,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,2 links: https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf AND http://mof.gov.sd/en/reports/annual-reports,https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf,1
Sudan,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,2 links: https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf AND http://mof.gov.sd/en/reports/annual-reports,https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf,1
Sudan,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,2 links: https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf AND http://mof.gov.sd/en/reports/annual-reports,https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf,1
Sudan,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,2 links: https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf AND http://mof.gov.sd/en/reports/annual-reports,https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf,1
Sudan,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,2 links: https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf AND http://mof.gov.sd/en/reports/annual-reports,https://cbos.gov.sd/sites/default/files/العرض%20الاقتصادي%20الربع%20الاول%202021%20نهائي.pdf,1
Senegal,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,4 links: https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all AND https://www.sentresor.org/app/uploads/RA-Trésor-2020-web.pdf AND https://www.sentresor.org/catpub/etudes-rapports-strategies/ AND http://www.finances.gouv.sn/#1539870649370-f5ff611c-95c7,https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all,1
Senegal,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,4 links: https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all AND https://www.sentresor.org/app/uploads/RA-Trésor-2020-web.pdf AND https://www.sentresor.org/catpub/etudes-rapports-strategies/ AND http://www.finances.gouv.sn/#1539870649370-f5ff611c-95c7,https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all,1
Senegal,1. Public Debt Reporting,Information on recent contracted loans,N.A.,1. Insufficient,N.A.,4 links: https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all AND https://www.sentresor.org/app/uploads/RA-Trésor-2020-web.pdf AND https://www.sentresor.org/catpub/etudes-rapports-strategies/ AND http://www.finances.gouv.sn/#1539870649370-f5ff611c-95c7,https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all,1
Senegal,1. Public Debt Reporting,Sectorial coverage,N.A.,1. Insufficient,N.A.,4 links: https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all AND https://www.sentresor.org/app/uploads/RA-Trésor-2020-web.pdf AND https://www.sentresor.org/catpub/etudes-rapports-strategies/ AND http://www.finances.gouv.sn/#1539870649370-f5ff611c-95c7,https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all,1
Senegal,1. Public Debt Reporting,Instrument coverage,N.A.,1. Insufficient,N.A.,4 links: https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all AND https://www.sentresor.org/app/uploads/RA-Trésor-2020-web.pdf AND https://www.sentresor.org/catpub/etudes-rapports-strategies/ AND http://www.finances.gouv.sn/#1539870649370-f5ff611c-95c7,https://budget.sec.gouv.sn/documents/resultats-de-votre-recherche?documents=all,1
South Sudan,1. Public Debt Reporting,Time range,N.A.,1. Insufficient,N.A.,3 links: http://www.mofep-grss.org/wp-content/uploads/2021/06/QUARTELY-EBR.pdf AND http://www.mofep-grss.org/documents/ AND https://www.boss.gov.ss/research-and-statistics/statistical-bulletin/#1512477740385-cbe6a3d3-c85c,http://www.mofep-grss.org/wp-content/uploads/2021/06/QUARTELY-EBR.pdf,1
South Sudan,1. Public Debt Reporting,Periodicity,N.A.,1. Insufficient,N.A.,3 links: http://www.mofep-grss.org/wp-content/uploads/2021/06/QUARTELY-EBR.pdf AND http://www.mofep-grss.org/documents/ AND https://www.boss.gov.ss/research-and-statistics/statistical-bulletin/#1512477740385-cbe6a3d3-c85c,http://www.mofep-grss.org/wp-content/uploads/2021/06/QUARTELY-EBR.pdf,1
