Country,Dimension ,Indicator,Assessment,Criteria,Explanation,Source,URL,size
Nepal,1. Public Debt Reporting,Data accessibility,Lagging/incomplete public debt reporting,1. Insufficient,"The Annual Report, 2018-2019 posted on CB website reports on July 2019 debt statistics with very limited flow data. The Quarterly Economic Bulletin, 2020-07 posted on the CB website does not report flows on domestic debt. The website of the MoF does not display the publications",3 links: https://www.nrb.org.np/category/annual-reports/?department=red AND https://www.nrb.org.np/category/economic-bulletin/?department=red AND https://mof.gov.np/en/publications/,https://www.nrb.org.np/category/annual-reports/?department=red,1
Tuvalu,1. Public Debt Reporting,Data accessibility,Lagging/incomplete public debt reporting,1. Insufficient,"Debt data in the National Budget Report, 2020 are limited to projected debt stock at end-December 2018",https://mfed.tv/wp-content/uploads/2020/01/2020_Final_Budget_Document.pdf,https://mfed.tv/wp-content/uploads/2020/01/2020_Final_Budget_Document.pdf,1
Tanzania,1. Public Debt Reporting,Data accessibility,Lagging/incomplete public debt reporting,1. Insufficient,"Debt data in the Budget Execution Report-4th Quarter, 2019/2020 (prepared in August 2020) are limited to stock of debt. The MTDS (prepared in May 2020) and DSA provides debt portfolio analysis at end-June 2019",3 links: https://mof.go.tz/docs/news/BER%20Q4%202019-20.pdf AND https://mof.go.tz/index.php/policy AND https://mof.go.tz/index.php/reports/reports,https://mof.go.tz/docs/news/BER%20Q4%202019-20.pdf,1
Central African Republic,1. Public Debt Reporting,Data accessibility,Lagging public debt reporting,1. Insufficient,The latest published report was the September 2019 edition with end-2018 debt data,http://www.finances-budget.cf/documents/dette,http://www.finances-budget.cf/documents/dette,1
St. Vincent and the Grenadines,1. Public Debt Reporting,Data accessibility,Lagging public debt reporting,1. Insufficient,"The latest publication is the DMS, 2019-2021 with debt data at end-2018",http://finance.gov.vc/finance/index.php/publications-and-reports,http://finance.gov.vc/finance/index.php/publications-and-reports,1
Sierra Leone,1. Public Debt Reporting,Data accessibility,Lagging public debt reporting,1. Insufficient,"The latest publication is the Annual Public Debt Bulletin, 2018 with end-December 2018 debt statistics published in February 2020. The CB does not seem to have a functional website",https://mof.gov.sl/economic-publication/,https://mof.gov.sl/economic-publication/,1
"Congo, Rep.",1. Public Debt Reporting,Data accessibility,Lagging public debt reporting,1. Insufficient,The latest data file contained end-October 2019 data posted on the MoF website in December 2019,https://www.finances.gouv.cg/fr/documentation?keys=&term_node_tid_depth=111&field_document_date_value%5Bmin%5D%5Bdate%5D=&field_document_date_value%5Bmax%5D%5Bdate%5D=,https://www.finances.gouv.cg/fr/documentation?keys=&term_node_tid_depth=111&field_document_date_value%5Bmin%5D%5Bdate%5D=&field_document_date_value%5Bmax%5D%5Bdate%5D=,1
Cameroon,1. Public Debt Reporting,Data accessibility,Lagging public debt reporting,1. Insufficient,"The DMS for 2020 posted in June 2020 encompasses public debt estimates for 2019 (i.e., not final data). The website of the DMO is not yet operational (www.caa.cm)",https://www.dgb.cm/zone-documentaire/#,https://www.dgb.cm/zone-documentaire/#,1
"Congo, Dem. Rep.",1. Public Debt Reporting,Data accessibility,Lagging public debt reporting,1. Insufficient,The 2020-2024 DMS was finalized in November 2019 and contains no data on flows. The latest available quartlerly bulletin is the  2019 Q3 edition,https://dgdp-rdc.org,https://dgdp-rdc.org,1
"Micronesia, Fed. Sts.",1. Public Debt Reporting,Data accessibility,Lagging public debt reporting,1. Insufficient,"Latest data at end-September 2018 included in the Economic and Fiscal Update 2019 (Table 111, page 36)",https://dofa.gov.fm,https://dofa.gov.fm,1
Haiti,1. Public Debt Reporting,Data accessibility,Lagging public debt reporting,1. Insufficient,Latest data at end-April 2018. The quarterly Statistical Bulletin of the CB does not include debt statistics,2 links: http://www.mef.gouv.ht/upload/doc/bulletin-statistique-du-tresor-T2-17-18.pdf AND https://www.brh.ht/publications/publications-regulieres/bulletin-statistique/,http://www.mef.gouv.ht/upload/doc/bulletin-statistique-du-tresor-T2-17-18.pdf,1
Grenada,1. Public Debt Reporting,Data accessibility,Lagging public debt reporting,1. Insufficient,"Estimates of Revenue and Expenditure Report For the Year 2020 as well as the Medium Term Debt Strategy, 2020-2022 include 2019 debt data. However,  the reports were produced prior to the cut-off date. Thus end-2019 debt data are estimates. The publication of quarterly statistical debt bulletins seems to be discontinued. The MoF website does not seem to be updated. Changes are possibly being made on the website",3 links: https://www.finance.gd/docs/Estimates2020draft.pdf AND https://www.finance.gd/docs/GDAMTDSFinalReport2020.pdf AND https://gov.gd/mof/quarterly-public-debt-bulletin,https://www.finance.gd/docs/Estimates2020draft.pdf,1
Niger,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,"The Statistics for Government Securities Market Report (Q3-2020) published by UMOA Titres Agency presents only debt data on securities.  No other public debt reporting was found neither on the MoF website (e.g., under ""Direction Générale des Opérations Financières et des Reformes"") nor under the CB website",2 links: https://www.marchedestitrespublics.com/hubfs/Bulletin%20statistique%20/AUT%20Bulletin_Statistique_Q3%202020%20(1).pdf?hsCtaTracking=20a14a7e-4d21-4633-84b1-5ba9e47f69f8%7C923b843c-26e5-440f-88c3-8d8eab1ab19f AND http://www.finances.gouv.ne/index.php/direction-services/administration-centrale/les-directions-generales/la-direction-generale-des-operations-financieres-et-des-reformes,https://www.marchedestitrespublics.com/hubfs/Bulletin%20statistique%20/AUT%20Bulletin_Statistique_Q3%202020%20(1).pdf?hsCtaTracking=20a14a7e-4d21-4633-84b1-5ba9e47f69f8%7C923b843c-26e5-440f-88c3-8d8eab1ab19f,1
Myanmar,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,"The Quarterly Financial Statistics Bulletin, 2019, Volume III posted on the CB website reports only on the stock of Treasury Bills and bonds and the issuances (i.e., no data on debt service). No information on debt statistics was found on the MoF website",2 links: https://www.cbm.gov.mm/content/2506 AND https://www.mopfi.gov.mm/en/page/finance/ငွေတိုက်ဦးစီးဌာန/193,https://www.cbm.gov.mm/content/2506\,1
Lesotho,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,"The Public Debt Statistics Report, May 2020 posted on the MoF website (which did not exist at the time of the first review) and the Quarterly Economic Review, June 2020 posted on the CB website omit to report on the domestic debt service",2 links: http://www.finance.gov.ls/documents/debt%20downloads/Lesotho%20Debt%20Transparency%20Statistics--Final.pdf AND https://www.centralbank.org.ls/index.php/research/125-reports/546-quarterly-reviews,http://www.finance.gov.ls/documents/debt%20downloads/Lesotho%20Debt%20Transparency%20Statistics--Final.pdf,1
Vanuatu,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,"The MTDS provides with a portfolio review at end-2018. The Budget Apropriations Report, 2020 presents estimates for end-2019 and no debt service data. The Half-Year Economic and Fiscal Report, July 2020 contains limited information on public debt. Debt statistics on CB website (QER and Annual Reports) are also incomplte",4 links: https://doft.gov.vu/images/2020/Budget/2020_Volume_1__2_Budget_Book_English.pdf AND https://doft.gov.vu/images/2019/Debt/Vanuatu_Debt_Management_Strategy_2019-2022.pdf AND https://doft.gov.vu/index.php/widgetkit/half-yearly-economic-and-fiscal-report AND https://doft.gov.vu/index.php/widgetkit/2014-01-04-23-42-23,https://doft.gov.vu/images/2020/Budget/2020_Volume_1__2_Budget_Book_English.pdf,1
Burundi,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,The CB Monthly Buletin with supporting government finance statistics (Excel Files) miss to report on the debt service of domestic debt. There are no debt data published on the MoF website,2 links: https://brb.bi/fr/content/bulletin-mensuel and https://brb.bi/fr/content/finances-publiques,https://brb.bi/fr/content/bulletin-mensuel,1
Tajikistan,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,External debt data published on the CB website are limited to stock of debt. The English version of the MoF website is not functional,2 links: http://nbt.tj/en/statistics/tavozuni-pardokhti-jt/karzi-majmuii-berunai-jumhurii-tojikiston/karzi_davlatii_berunai_jt.php AND http://minfin.tj,http://nbt.tj/en/statistics/tavozuni-pardokhti-jt/karzi-majmuii-berunai-jumhurii-tojikiston/karzi_davlatii_berunai_jt.php,1
Sudan,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,Debt statistics limited to the stock of debt in the Economic Financial Statistics Review posted on the CB website,https://cbos.gov.sd/en/periodicals-publications?field_publication_type_tid_i18n=44,https://cbos.gov.sd/en/periodicals-publications?field_publication_type_tid_i18n=44,1
St. Lucia,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,"Debt statistics in the Annual Economic and Financial Review Report, 2019 on the ECCB are not comprehensive enough. No debt statistics found on the MoF website",2 links: https://www.eccb-centralbank.org/documents/19 AND http://www.govt.lc/publications,https://www.eccb-centralbank.org/documents/19,1
Senegal,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,"Budget reports (e.g., draft 2021 BL and annexes, incl. the Financial and Economic Report, and Multi-Annual Budget Programming Report, 2021-2023) do not present sufficiently detailed debt statistics. The Statistics for Government Securities Market Report (Q3-2020) published by UMOA Titres Agency presents only debt data on securities",2 links: https://www.marchedestitrespublics.com/bulletin-statistiques AND http://www.budget.gouv.sn/articles/public_visualiser/loi-2019-17-du-20-decembre-2020-portant-loi-de-finances-pour-l-annee-2020,https://www.marchedestitrespublics.com/bulletin-statistiques,1
Somalia,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,Available debt statistics limited to the stock of debt at end-2019 posted on the MoF website. The Government Financial Statistics Analytical Report (August 2020) indicates that the authorities are prioritizing the development of debt statistics (page 15),https://mof.gov.so/sites/default/files/2020-07/Somalia%20PPG%20debt%20as%20of%20December%2031%2C%202019.pdf,https://mof.gov.so/sites/default/files/2020-07/Somalia%20PPG%20debt%20as%20of%20December%2031%2C%202019.pdf,1
Afghanistan,1. Public Debt Reporting,Data accessibility,Incomplete public debt reporting,1. Insufficient,"Annual and Quarterly Economic & Statistical Bulletins of the CB present detailed data on the stock of public debt, but misses to present data on flows. The Fiscal Strategy Paper (2020) presents only public debt ratios. The 2020 BL presents only aggregated debt stock and debt service service payments for the first three quarters of 2019.",3 sources of information: https://dab.gov.af/monetary-policy-publications and https://mof.gov.af/en/fiscal-strategy-papers and https://www.budgetmof.gov.af/images/stories/DGB/BPRD/National%20Budget/1399_Budget/MasterEnglish.pdf,https://dab.gov.af/monetary-policy-publications,1
Fiji,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,DMS previously included in the Annual Debt Report. The July 2020 Annual Debt Report is not yet available,http://www.economy.gov.fj/index.php?option=com_content&view=article&layout=edit&id=106,http://www.economy.gov.fj/index.php?option=com_content&view=article&layout=edit&id=106,1
Senegal,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.umoatitres.org/fr/strategie-de-gestion-de-la-dette-a-moyen-terme-2018-2020/,https://www.umoatitres.org/fr/strategie-de-gestion-de-la-dette-a-moyen-terme-2018-2020/,1
Côte d'Ivoire,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.tresor.gouv.ci/tres/wp-content/uploads/2020/10/Rapport-SDMT-2019-2023_Actualisation-Août-2020-.cleaned.pdf,https://www.tresor.gouv.ci/tres/wp-content/uploads/2020/10/Rapport-SDMT-2019-2023_Actualisation-Août-2020-.cleaned.pdf,1
Ghana,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.mofep.gov.gh/sites/default/files/basic-page/2020-2023-Ghana-MTDS_v2.pdf,https://www.mofep.gov.gh/sites/default/files/basic-page/2020-2023-Ghana-MTDS_v2.pdf,1
Samoa,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.mof.gov.ws/wp-content/uploads/2019/01/SAMOA-MTDS-2016-2020-FINAL.pdf,https://www.mof.gov.ws/wp-content/uploads/2019/01/SAMOA-MTDS-2016-2020-FINAL.pdf,1
Guinea,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.mef.gov.gn/images/DOCS/Stratgie-de-la-Dette--Moyen-Terme-2020----2024-VF.pdf,https://www.mef.gov.gn/images/DOCS/Stratgie-de-la-Dette--Moyen-Terme-2020----2024-VF.pdf,1
Mongolia,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.legalinfo.mn/annex/details/9915?lawid=14515,https://www.legalinfo.mn/annex/details/9915?lawid=14515,1
Mali,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.finances.gouv.ml/presse/loi-de-finances-2020,https://www.finances.gouv.ml/presse/loi-de-finances-2020,1
Malawi,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.finance.gov.mw/index.php/blog/debt-aid,https://www.finance.gov.mw/index.php/blog/debt-aid,1
Maldives,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.finance.gov.mv/public/attachments/26whNcE0Ceo1BOeCMN9Ily667EyBj46mBThDH9vS.pdf,https://www.finance.gov.mv/public/attachments/26whNcE0Ceo1BOeCMN9Ily667EyBj46mBThDH9vS.pdf,1
Uganda,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.finance.go.ug/sites/default/files/Publications/Public%20Debt%20Report%20MTDS%2019-20.pdf,https://www.finance.go.ug/sites/default/files/Publications/Public%20Debt%20Report%20MTDS%2019-20.pdf,1
Grenada,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.finance.gd/docs/GDAMTDSFinalReport2020.pdf,https://www.finance.gd/docs/GDAMTDSFinalReport2020.pdf,1
Nigeria,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.dmo.gov.ng/publications/other-publications/debt-management-strategy/3163-nigeria-s-debt-management-strategy-2020-2023-draft/file,https://www.dmo.gov.ng/publications/other-publications/debt-management-strategy/3163-nigeria-s-debt-management-strategy-2020-2023-draft/file,1
Cameroon,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.dgb.cm/zone-documentaire/#,https://www.dgb.cm/zone-documentaire/#,1
Papua New Guinea,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://www.bankpng.gov.pg/wp-content/uploads/2018/04/2018-Annual-Debt-Financing-Plan-Issuance-Calender-12042018-_Final.pdf,https://www.bankpng.gov.pg/wp-content/uploads/2018/04/2018-Annual-Debt-Financing-Plan-Issuance-Calender-12042018-_Final.pdf,1
Kenya,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://treasury.go.ke/publications/pdmo/category/42-medium-term-debt-strategy.html,https://treasury.go.ke/publications/pdmo/category/42-medium-term-debt-strategy.html,1
Tanzania,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://mof.go.tz/docs/MTDS%202020%20REPORT.pdf,https://mof.go.tz/docs/MTDS%202020%20REPORT.pdf,1
Kosovo,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://mf.rks-gov.net/desk/inc/media/76949AEF-2666-4F15-9EDB-67998F90932E.pdf,https://mf.rks-gov.net/desk/inc/media/76949AEF-2666-4F15-9EDB-67998F90932E.pdf,1
Moldova,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://mf.gov.md/sites/default/files/2020-2022%20Ro.pdf,https://mf.gov.md/sites/default/files/2020-2022%20Ro.pdf,1
Cambodia,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://gdicdm.mef.gov.kh/en/2020/01/17/10115.html,https://gdicdm.mef.gov.kh/en/2020/01/17/10115.html,1
"Congo, Dem. Rep.",2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://dgdp-rdc.org/strategie-de-gestion-de-la-dette-a-moyen-terme-2020-2024/,https://dgdp-rdc.org/strategie-de-gestion-de-la-dette-a-moyen-terme-2020-2024/,1
Benin,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,https://caa.bj/category/publications-et-rapports/strategies-dendettement/,https://caa.bj/category/publications-et-rapports/strategies-dendettement/,1
Madagascar,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.tresorpublic.mg/?page_id=214&content=temp&type=sdmt,http://www.tresorpublic.mg/?page_id=214&content=temp&type=sdmt,1
Togo,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.togoreforme.com/fr/index.php?option=com_content&view=article&id=822:endettement-du-togo-sur-le-moyen-terme-2020-2024&catid=48:dettes-publiques&Itemid=84,http://www.togoreforme.com/fr/index.php?option=com_content&view=article&id=822:endettement-du-togo-sur-le-moyen-terme-2020-2024&catid=48:dettes-publiques&Itemid=84,1
Honduras,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.sefin.gob.hn/politicas-y-estrategias/,http://www.sefin.gob.hn/politicas-y-estrategias/,1
Ethiopia,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.mofed.gov.et/documents/10182/13981/Ethiopia%27s+Final++MTDS++%282016-2020%29+For+MoF+Website+January+2019.pdf/c33a3248-4bae-4277-8ff2-caa5dc33d0de,http://www.mofed.gov.et/documents/10182/13981/Ethiopia%27s+Final++MTDS++%282016-2020%29+For+MoF+Website+January+2019.pdf/c33a3248-4bae-4277-8ff2-caa5dc33d0de,1
"Gambia, The",2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.mofea.gm/directorates/loans-and-debt-management,http://www.mofea.gm/directorates/loans-and-debt-management,1
Kyrgyz Republic,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/chenemdik-dokumentter/strategiya-upravleniya-gosudarstvennym-dolgom-kyrg6815,http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/chenemdik-dokumentter/strategiya-upravleniya-gosudarstvennym-dolgom-kyrg6815,1
Rwanda,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.minecofin.gov.rw/fileadmin/user_upload/Rwanda_MTDS_Final-FY_2018-19_-2020-21.pdf,http://www.minecofin.gov.rw/fileadmin/user_upload/Rwanda_MTDS_Final-FY_2018-19_-2020-21.pdf,1
St. Vincent and the Grenadines,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.gov.vc/images/pdf_documents/SVG_MTDS_2019-2021.pdf,http://www.gov.vc/images/pdf_documents/SVG_MTDS_2019-2021.pdf,1
Pakistan,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.finance.gov.pk/publications/MTDS_FY20_FY23.pdf,http://www.finance.gov.pk/publications/MTDS_FY20_FY23.pdf,1
Lesotho,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.finance.gov.ls/documents/debt%20downloads/MTDS%202018%20Clean(1).pdf,http://www.finance.gov.ls/documents/debt%20downloads/MTDS%202018%20Clean(1).pdf,1
Burkina Faso,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with targets for external and domestic debt,4. Full,,http://www.dgb.gov.bf/index.php?option=com_edocman&view=document&id=1626&catid=185&Itemid=299,http://www.dgb.gov.bf/index.php?option=com_edocman&view=document&id=1626&catid=185&Itemid=299,1
Tonga,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,"The Budget Statement, 2020-2021 (page 49)",http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,1
Dominica,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,"The annual calendar for the issuances of government securities is posted on the ECCB website (i.e., considered as a proxy for an ABP), and a borrowing plan for external resources is included in the 2020/2021 Annual Budget Estimate Report (page 8)",2 links: https://www.eccb-centralbank.org/statistics/upcoming-auctions AND http://finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf,https://www.eccb-centralbank.org/statistics/upcoming-auctions,1
Benin,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,"The ABP is included in the DMS for 2020, and a detailed plan for the issuance of government securities is also published on the UMOA-Titres website (i.e., considered as a proxy for an ABP)",2 sources of information: https://caa.bj/category/publications-et-rapports/strategies-dendettement/ and https://www.marchedestitrespublics.com/hubfs/Calendrier%20des%20émissions%202020/Calendrier%20T1%202020%20-%20French%20version%20VF.pdf?hsCtaTracking=017ba2f7-5a40-414d-a70f-85f0683132fb%7C6ca23f0d-9b1f-4eb7-b696-d892c8f4354d,https://caa.bj/category/publications-et-rapports/strategies-dendettement/,1
Burkina Faso,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,"The ABP is included in the DMS for 2020, and a detailed plan for the issuance of government securities is also published on the UMOA-Titres website (i.e., considered as a proxy for an ABP)",2 sources of information: http://www.dgb.gov.bf/index.php?option=com_edocman&view=document&id=1626&catid=185&Itemid=299 and https://www.marchedestitrespublics.com/hubfs/Calendrier%20des%20émissions%202020/Calendrier%20T1%202020%20-%20French%20version%20VF.pdf?hsCtaTracking=017ba2f7-5a40-414d-a70f-85f0683132fb%7C6ca23f0d-9b1f-4eb7-b696-d892c8f4354d,http://www.dgb.gov.bf/index.php?option=com_edocman&view=document&id=1626&catid=185&Itemid=299,1
Madagascar,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,"The ABP is included in the DMS (Table 11, page 39)",http://www.tresorpublic.mg/?page_id=214&content=temp&type=sdmt,http://www.tresorpublic.mg/?page_id=214&content=temp&type=sdmt,1
Uganda,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,"Report on Public Debt, Guarantees, Other Financial Liabilities (Annex 9)",https://www.finance.go.ug/sites/default/files/Publications/Public%20Debt%20Report%20MTDS%2019-20.pdf,https://www.finance.go.ug/sites/default/files/Publications/Public%20Debt%20Report%20MTDS%2019-20.pdf,1
Haiti,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,"Budget Law, 2020-2021 which covers October 2020-September 2021 (page 49)",http://www.mef.gouv.ht/docs/budget-2020-2021.pdf,http://www.mef.gouv.ht/docs/budget-2020-2021.pdf,1
Afghanistan,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,An external ABP disclosed in the 2020 BL (pages 16-17). Domestic debt financing is not yet expected,https://www.budgetmof.gov.af/images/stories/DGB/BPRD/National%20Budget/1399_Budget/MasterEnglish.pdf,https://www.budgetmof.gov.af/images/stories/DGB/BPRD/National%20Budget/1399_Budget/MasterEnglish.pdf,1
Moldova,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,"ABP included in the DMS (Tables 4-5, page 4)",https://mf.gov.md/sites/default/files/2020-2022%20Ro.pdf,https://mf.gov.md/sites/default/files/2020-2022%20Ro.pdf,1
Grenada,2. Public Debt Management,Annual borrowing plan,ABP published for current fiscal year with full coverage before year start,4. Full,"A calendar is presented in the DMS, 2020-2022 (Table 8, page 18)",https://www.finance.gd/docs/GDAMTDSFinalReport2020.pdf,https://www.finance.gd/docs/GDAMTDSFinalReport2020.pdf,1
Vanuatu,2. Public Debt Management,Debt Management Strategy,Relevant DMS published with target for total debt,3. Partial,,https://doft.gov.vu/index.php/about-us-admin-management/treasury-division/debt-management-unit,https://doft.gov.vu/index.php/about-us-admin-management/treasury-division/debt-management-unit,1
Togo,2. Public Debt Management,Annual borrowing plan,Full coverage within 3 month,3. Partial,Within the MTDS document published in March 2020 (papge 15),http://www.togoreforme.com/fr/index.php?option=com_content&view=article&id=822:endettement-du-togo-sur-le-moyen-terme-2020-2024&catid=48:dettes-publiques&Itemid=84,http://www.togoreforme.com/fr/index.php?option=com_content&view=article&id=822:endettement-du-togo-sur-le-moyen-terme-2020-2024&catid=48:dettes-publiques&Itemid=84,1
Niger,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"The annual calendar for the issuances of government securities was found on the AUT website (i.e., considered as a proxy for an ABP)",https://www.marchedestitrespublics.com/hubfs/Calendrier%20des%20émissions%202020/Calendrier%20T1%202020%20-%20French%20version%20VF.pdf?hsCtaTracking=017ba2f7-5a40-414d-a70f-85f0683132fb%7C6ca23f0d-9b1f-4eb7-b696-d892c8f4354d,https://www.marchedestitrespublics.com/hubfs/Calendrier%20des%20émissions%202020/Calendrier%20T1%202020%20-%20French%20version%20VF.pdf?hsCtaTracking=017ba2f7-5a40-414d-a70f-85f0683132fb%7C6ca23f0d-9b1f-4eb7-b696-d892c8f4354d,1
Mali,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"The annual calendar for the issuances of government securities was found on the AUT website (i.e., considered as a proxy for an ABP)",https://www.marchedestitrespublics.com/hubfs/Calendrier%20des%20émissions%202020/Calendrier%20T1%202020%20-%20French%20version%20VF.pdf?hsCtaTracking=017ba2f7-5a40-414d-a70f-85f0683132fb%7C6ca23f0d-9b1f-4eb7-b696-d892c8f4354d,https://www.marchedestitrespublics.com/hubfs/Calendrier%20des%20émissions%202020/Calendrier%20T1%202020%20-%20French%20version%20VF.pdf?hsCtaTracking=017ba2f7-5a40-414d-a70f-85f0683132fb%7C6ca23f0d-9b1f-4eb7-b696-d892c8f4354d,1
Rwanda,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"The annual calendar for the issuances of government securities for FY20-21 published on the CB website (i.e., considered as a proxy for an ABP)",2 links: https://www.bnr.rw/browse-in/financial-market/money-market-instruments/treasury-bonds/ AND https://www.bnr.rw/browse-in/financial-market/money-market-instruments/treasury-bills/,https://www.bnr.rw/browse-in/financial-market/money-market-instruments/treasury-bonds/,1
St. Vincent and the Grenadines,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"The annual calendar for the issuances of government securities for 2020 published on the ECCB website (i.e., considered as a proxy for an ABP)",https://www.eccb-centralbank.org/statistics/upcoming-auctions,https://www.eccb-centralbank.org/statistics/upcoming-auctions,1
St. Lucia,2. Public Debt Management,Annual borrowing plan,Partial ABP published for current fiscal year with a delay < 3 months,2. Limited,"The annual calendar for the issuances of government securities for 2020 published on the ECCB website (i.e., considered as a proxy for an ABP)",https://www.eccb-centralbank.org/statistics/upcoming-auctions,https://www.eccb-centralbank.org/statistics/upcoming-auctions,1
