"","STRUCTURE","STRUCTURE_ID","STRUCTURE_NAME","ACTION","FREQ","Frequency.of.observation","REF_AREA","Reference.area","MEASURE","Measure","UNIT_MEASURE","Unit.of.measure","VERSION","Version","TIME_PERIOD","Time.period","OBS_VALUE","Observation.value","CONF_STATUS","Confidentiality.status","DECIMALS","Decimals","OBS_STATUS","Observation.status","UNIT_MULT","Unit.multiplier"
"6632","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2025,NA,1.236111,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6633","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHE","Switzerland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2025,NA,1.2043651,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6634","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2025,NA,3.25,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6635","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2025,NA,0.40277776,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6636","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","USA","United States","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2025,NA,0.2638889,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6637","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUS","Australia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,1.8115079,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6638","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.1448412,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6639","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.4747574,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6640","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CAN","Canada","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,1.1879563,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6641","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHL","Chile","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.0615079,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6642","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,3.0456347,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6643","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DNK","Denmark","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.1781306,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6644","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","EST","Estonia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.0367062,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6645","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6646","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,3.2966073,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6647","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DEU","Germany","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.6086586,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6648","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GRC","Greece","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.7220018,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6649","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","HUN","Hungary","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.0585318,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6650","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ISL","Iceland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.3288691,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6651","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","IRL","Ireland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.5248015,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6652","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ISR","Israel","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.6448412,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6653","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ITA","Italy","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,3.5069444,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6654","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.0372024,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6655","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","KOR","Korea","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.4375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6656","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LVA","Latvia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.8898809,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6657","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.6577382,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6658","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.5535715,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6659","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.3928571,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6660","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NZL","New Zealand","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.1309524,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6661","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6662","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","POL","Poland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.4858906,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6663","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRT","Portugal","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,3.1071429,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6664","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVK","Slovak Republic","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.4632936,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6665","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVN","Slovenia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.8790784,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6666","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.4293253,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6667","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.7178075,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6668","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHE","Switzerland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,1.6902556,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6669","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,3.2051368,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6670","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,2.4146826,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6671","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","USA","United States","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2013,NA,0.80964285,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6672","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUS","Australia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,1.8115079,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6673","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.1448412,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6674","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.5580909,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6675","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CAN","Canada","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,1.1879563,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6676","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHL","Chile","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.0615079,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6677","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","COL","Colombia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,1.556217,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6678","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CRI","Costa Rica","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,0.63690478,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6679","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,3.0456347,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6680","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DNK","Denmark","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.1781306,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6681","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","EST","Estonia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.0367062,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6682","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6683","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,3.3036904,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6684","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DEU","Germany","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.6086586,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6685","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GRC","Greece","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.7220018,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6686","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","HUN","Hungary","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.0585318,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6687","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ISL","Iceland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.3288691,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6688","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","IRL","Ireland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.5248015,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6689","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ISR","Israel","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.6448412,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6690","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ITA","Italy","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,3.5069444,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6691","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.0372024,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6692","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","KOR","Korea","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.4375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6693","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LVA","Latvia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.8898809,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6694","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LTU","Lithuania","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.2827382,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6695","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.6577382,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6696","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.5535715,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6697","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.3928571,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6698","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NZL","New Zealand","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.1309524,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6699","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6700","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","POL","Poland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.4858906,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6701","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRT","Portugal","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.9166667,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6702","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVK","Slovak Republic","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.4632936,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6703","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVN","Slovenia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.7401896,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6704","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.4293253,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6705","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.7178075,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6706","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHE","Switzerland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,1.6902556,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6707","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,3.2051368,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6708","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.3075397,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6709","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","USA","United States","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,0.80964285,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6710","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","OECD","OECD","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.3536586,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6711","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ARG","Argentina","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.5366712,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"6712","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRY","Paraguay","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION4","Version 4 (2013-2019)",2014,NA,2.1413691,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
